date,temperature,pressure,humidity
2022-04-18 11:18:12,10.768522570857954,1007.8975290885282,50.311583970897075
2022-04-18 11:18:55,10.756269870912206,1007.8753189209928,50.84441502473245
2022-04-18 11:19:15,10.987136808993114,1007.822803005681,50.82197892698943
2022-04-18 11:19:35,11.205751569728477,1007.8365386949334,50.9540941654831
2022-04-18 11:19:56,11.321185533272569,1007.8741542303616,50.53246367760556
2022-04-18 11:20:15,11.417918017166471,1007.862276274911,50.15601833492188
2022-04-18 11:20:35,11.400183720792938,1007.8998963219742,49.86845865354927
2022-04-18 11:20:55,11.411791623484987,1008.0853433881852,49.811316296129476
2022-04-18 11:21:16,10.985524607684056,1007.8759309647478,49.82382972435337
2022-04-18 11:21:36,10.893951619984364,1007.9012139654453,50.18864943906556
2022-04-18 12:29:28,13.274234204475306,1007.9231248041136,44.75385107746063
2022-04-18 14:40:35,13.893981991621331,1008.0129151345002,40.848773568928266
2022-04-18 16:05:05,13.611193328461582,1008.1858761233609,39.84667624396129
2022-04-18 16:35:04,13.381287112179507,1008.179933515237,40.29780637489646
2022-04-18 17:05:05,15.149612910578526,1008.0516281541012,36.97018078259117
2022-04-18 17:35:05,13.509621787170545,1008.0635576794764,40.96342005856834
2022-04-18 18:05:06,13.60958108089335,1008.278817216494,39.66721807562446
2022-04-18 18:35:05,12.193071349828301,1008.3009913360848,44.03771954717377
2022-04-18 19:05:05,12.668678248426659,1008.4106065499648,45.85383044610243
2022-04-18 19:35:06,10.796574811125993,1008.6604000747164,56.138528719945626
2022-04-18 20:05:05,10.16169345676974,1008.8881171442005,58.59888014473009
2022-04-18 20:35:06,9.708347660366258,1009.1749819627819,61.90863861214858
2022-04-18 21:05:06,9.22856451428072,1009.5667608946105,61.97421709133752
2022-04-19 09:32:30,8.620133459247882,1013.2269570689656,65.08412030150072
2022-04-19 10:02:30,9.596784956898432,1013.4773505706727,61.53230414464468
2022-04-19 10:32:30,9.615163774406483,1013.3428780794627,61.47057343153122
2022-04-19 11:02:31,11.109019310252393,1013.4545295115021,57.00413706512129
2022-04-19 11:32:31,12.959525177373962,1013.5062040977595,50.25197199469688
2022-04-19 12:02:31,12.641915218288545,1013.641418814167,47.26575582844651
2022-04-19 12:32:30,14.177093980690643,1013.7325593282217,41.724398028187
2022-04-19 13:02:31,15.094795587123372,1013.7039797307701,38.01680434390345
2022-04-19 13:32:31,16.589063092271772,1013.6831212918285,33.72690655364346
2022-04-19 14:02:31,16.53972672321163,1013.6748200451408,34.060390542007916
2022-04-19 14:32:31,16.2124305696766,1013.70145024701,33.4173702980649
2022-04-19 15:02:31,15.740841586586612,1013.5236039560134,28.534791568336153
2022-04-19 15:32:31,15.076675562944388,1013.668744148473,33.32028296248132
2022-04-19 16:02:31,15.625557641115392,1013.6504133705339,38.07265510438699
2022-04-19 16:32:31,14.611114745270243,1013.6521622513832,36.29424874711288
2022-04-19 17:02:32,14.10454241933678,1013.856370053407,36.988565864927686
2022-04-19 17:32:32,14.5372730284804,1013.8450459377923,36.672285779141
2022-04-19 18:02:31,14.86370316857176,1013.7443228523692,28.071831785353066
2022-04-19 18:32:31,14.634149353145858,1013.7678038045123,23.674587954370196
2022-04-19 19:02:31,14.555432088758266,1014.0957890518193,23.890374423447597
2022-04-19 19:32:31,14.529534162050027,1014.4811118405769,35.52828693498596
2022-04-19 20:02:31,16.159224901697257,1014.918540896429,34.45057880562254
2022-04-19 20:32:32,11.81548960041846,1015.1977705620864,46.37627928540457
2022-04-19 21:02:32,10.894918939797776,1015.5861742201937,47.87083576136124
2022-04-19 21:32:32,10.572479568722542,1015.8042501308097,48.10517042631965
2022-04-19 22:02:32,9.898907390607292,1016.0029416746308,53.268750690150505
